declarations	NNS
contained	VBN
by	IN
each	DT
module	NN
,	,
for	IN
example	NN
to	TO
suppress	VB
or	CC
rename	VB
some	DT
elements	NNS
.	.
The	DT
TEI	NNP
provides	VBZ
an	DT
application-independent	JJ
way	NN
of	IN
specifying	VBG
a	DT
TEI	NNP
schema	NN
by	IN
means	NNS
of	IN
the	DT
schemaSpec	NN
element	NN
defined	VBN
in	IN
chapter	NN
.	.
The	DT
same	JJ
system	NN
may	MD
also	RB
be	VB
used	VBN
to	TO
specify	VB
a	DT
schema	NN
which	WDT
extends	VBZ
the	DT
TEI	NN
by	IN
adding	VBG
new	JJ
elements	NNS
explicitly	RB
,	,
or	CC
by	IN
reference	NN
to	TO
other	JJ
XML	NN
vocabularies	NNS
.	.
In	IN
either	DT
case	NN
,	,
the	DT
specification	NN
may	MD
be	VB
processed	VBN
to	TO
generate	VB
a	DT
formal	JJ
schema	NN
,	,
expressed	VBN
in	IN
a	DT
variety	NN
of	IN
specific	JJ
schema	NN
languages	NNS
,	,
such	JJ
as	IN
XML	NN
DTD	NN
language	NN
,	,
RELAX	NNP
NG	NNP
,	,
or	CC
W3C	NN
Schema	NN
.	.
These	DT
output	NN
schemas	NNS
can	MD
then	RB
be	VB
used	VBN
by	IN
an	DT
XML	NN
processor	NN
such	JJ
as	IN
a	DT
validator	NN
or	CC
editor	NN
to	TO
validate	VB
or	CC
otherwise	RB
process	NN
documents	NNS
.	.
Further	JJ
information	NN
about	IN
the	DT
processing	NN
of	IN
a	DT
TEI	NNP
formal	JJ
specification	NN
is	VBZ
given	VBN
in	IN
chapter	NN
.	.
A	DT
Simple	JJ
Customization	NN
The	DT
simplest	JJS
customization	NN
of	IN
the	DT
TEI	NNP
scheme	NN
combines	VBZ
just	RB
the	DT
four	CD
recommended	VBD
modules	NNS
mentioned	VBN
above	IN
.	.
In	IN
ODD	JJ
format	NN
,	,
this	DT
schema	NN
specification	NN
takes	VBZ
this	DT
form	NN
:	:
This	DT
schema	NN
specification	NN
contains	VBZ
references	NNS
to	TO
each	DT
of	IN
four	CD
modules	NNS
,	,
identified	VBN
by	IN
the	DT
key	JJ
attribute	NN
on	IN
the	DT
moduleRef	NN
element	NN
.	.
The	DT
schema	NN
specification	NN
itself	PRP
is	VBZ
also	RB
given	VBN
an	DT
identifier	NN
(	-LRB-
TEI-minimal	JJ
)	-RRB-
.	.
An	DT
ODD	JJ
processor	NN
will	MD
generate	VB
an	DT
appropriate	JJ
schema	NN
from	IN
this	DT
set	NN
of	IN
declarations	NNS
,	,
expressed	VBN
using	VBG
the	DT
XML	NN
DTD	NN
language	NN
,	,
the	DT
ISO	NN
RELAX	VB
NG	NN
language	NN
,	,
the	DT
W3C	NN
Schema	NN
language	NN
,	,
or	CC
in	IN
principle	NN
any	DT
other	JJ
adequately	RB
powerful	JJ
schema	NN
language	NN
.	.
The	DT
resulting	VBG
schema	NN
may	MD
then	RB
be	VB
associated	VBN
with	IN
the	DT
document	NN
instance	NN
by	IN
one	CD
of	IN
a	DT
number	NN
of	IN
different	JJ
mechanisms	NNS
,	,
as	IN
further	JJ
described	VBN
in	IN
chapter	NN
.	.
The	DT
start	NN
point	NN
(	-LRB-
or	CC
root	NN
element	NN
)	-RRB-
of	IN
document	NN
instances	NNS
to	TO
be	VB
validated	VBN
against	IN
the	DT
schema	NN
is	VBZ
specified	VBN
by	IN
means	NNS
of	IN
the	DT
start	NN
attribute	NN
.	.
Further	JJ
information	NN
about	IN
the	DT
processing	NN
of	IN
an	DT
ODD	NNP
specification	NN
is	VBZ
given	VBN
in	IN
.	.
A	DT
Larger	NNP
Customization	NNP
These	DT
Guidelines	NNS
introduce	VB
each	DT
of	IN
the	DT
modules	NNS
making	VBG
up	RP
the	DT
TEI	NNP
scheme	NN
one	CD
by	IN
one	CD
,	,
and	CC
therefore	RB
,	,
for	IN
clarity	NN
of	IN
exposition	NN
,	,
each	DT
chapter	NN
focusses	NNS
on	IN
elements	NNS
drawn	VBN
from	IN
a	DT
single	JJ
module	NN
.	.
In	IN
reality	NN
,	,
of	IN
course	NN
,	,
the	DT
markup	NN
of	IN
a	DT
text	NN
will	MD
draw	VB
on	IN
elements	NNS
taken	VBN
from	IN
many	JJ
different	JJ
modules	NNS
,	,
partly	RB
because	IN
texts	NNS
are	VBP
heterogeneous	JJ
objects	NNS
,	,
and	CC
partly	RB
because	IN
encoders	NNS
have	VBP
different	JJ
goals	NNS
.	.
Some	DT
examples	NNS
of	IN
this	DT
heterogeneity	NN
include	VBP
:	:
a	DT
text	NN
may	MD
be	VB
a	DT
collection	NN
of	IN
other	JJ
texts	NNS
of	IN
different	JJ
types	NNS
:	:
for	IN
example	NN
,	,
an	DT
anthology	NN
of	IN
prose	NN
,	,
verse	NN
,	,
and	CC
drama	NN
;	:
a	DT
text	NN
may	MD
contain	VB
other	JJ
smaller	JJR
,	,
embedded	JJ
texts	NNS
:	:
for	IN
example	NN
,	,
a	DT
poem	NN
or	CC
song	NN
included	VBD
in	IN
a	DT
prose	NN
narrative	NN
;	:
some	DT
sections	NNS
of	IN
a	DT
text	NN
may	MD
be	VB
written	VBN
in	IN
one	CD
form	NN
,	,
and	CC
others	NNS
in	IN
a	DT
different	JJ
form	NN
:	:
for	IN
example	NN
,	,
a	DT
novel	JJ
where	WRB
some	DT
chapters	NNS
are	VBP
in	IN
prose	NN
,	,
others	NNS
take	VBP
the	DT
form	NN
of	IN
dictionary	NN
entries	NNS
,	,
and	CC
still	RB
others	NNS
the	DT
form	NN
of	IN
scenes	NNS
in	IN
a	DT
play	NN
;	:
an	DT
encoded	VBN
text	NN
may	MD
include	VB
detailed	JJ
analytic	JJ
annotation	NN
,	,
for	IN
example	NN
of	IN
rhetorical	JJ
or	CC
linguistic	JJ
features	NNS
;	:
an	DT
encoded	VBN
text	NN
may	MD
combine	VB
a	DT
literal	JJ
transcription	NN
with	IN
a	DT
diplomatic	JJ
edition	NN
